Brand,Model,Year,OS,CPU,RAM,Storage,Battery,Resolution,Refresh_Rate,Price
Xiaomi,Mi 12,2020,Android,Apple A16,8.0,512.0,4074.0,,60.0,50047.0
Apple,iPhone 11,2021,iOS,Apple A16,8.0,128.0,5729.0,,90.0,131577.0
Realme,Narzo 60x,2023,Android,Snapdragon 8 Gen 2,8.0,256.0,3500.0,,90.0,22860.0
Vivo,Vivo V25,2016,Android,Snapdragon 8 Gen 2,4.0,64.0,3318.0,,120.0,28400.0
Google,Pixel 8,2024,Android,Snapdragon 8 Gen 2,4.0,256.0,5184.0,,144.0,30134.0
Motorola,Moto G73,2024,Android,Snapdragon 8 Gen 2,6.0,64.0,4902.0,,60.0,56941.0
Motorola,Moto G73,2023,Android,Snapdragon 8 Gen 2,4.0,512.0,3081.0,,90.0,52811.0
OnePlus,OnePlus 11,2017,Android,Dimensity 9000,4.0,64.0,5557.0,,90.0,25157.0
Apple,iPhone 15,2023,iOS,Dimensity 9000,12.0,512.0,5029.0,,120.0,148062.0
Xiaomi,Mi 12,2025,Android,Snapdragon 8 Gen 2,4.0,128.0,4628.0,,90.0,48058.0
Apple,iPhone 14,2015,iOS,Apple A16,8.0,64.0,4281.0,,90.0,105314.0
Apple,iPhone 15,2023,iOS,Snapdragon 8 Gen 2,4.0,128.0,4812.0,,120.0,96996.0
Oppo,Oppo Reno 8,2024,Android,Dimensity 9000,4.0,128.0,5211.0,,120.0,19538.0
Samsung,Galaxy Note 20,2019,Android,Dimensity 9000,8.0,256.0,4195.0,,120.0,49653.0
Samsung,Galaxy S23,2023,Android,Apple A16,4.0,64.0,4353.0,,144.0,58166.0
Nokia,Nokia G22,2025,Android,Dimensity 9000,4.0,64.0,4920.0,,90.0,15885.0
Apple,iPhone 11,2016,iOS,Apple A16,12.0,512.0,3784.0,,60.0,75906.0
Motorola,Moto Edge 50,2021,Android,Apple A16,8.0,256.0,5749.0,,90.0,36172.0
Apple,iPhone 11,2016,iOS,Snapdragon 8 Gen 2,4.0,128.0,5739.0,,120.0,65816.0
OnePlus,OnePlus 9,2024,Android,Snapdragon 8 Gen 2,12.0,512.0,5351.0,,60.0,34139.0
Oppo,Oppo Find X5,2021,Android,Dimensity 9000,6.0,512.0,5631.0,,90.0,32790.0
Nokia,Nokia X30,2021,Android,Snapdragon 8 Gen 2,12.0,64.0,4077.0,,60.0,52720.0
Xiaomi,Redmi Note 12,2025,Android,Dimensity 9000,8.0,128.0,5600.0,,120.0,26251.0
Apple,iPhone 12,2020,iOS,Dimensity 9000,8.0,256.0,3597.0,,90.0,144326.0
Samsung,Galaxy Note 20,2015,Android,Snapdragon 8 Gen 2,8.0,64.0,4510.0,,144.0,102383.0
Apple,iPhone 15,2024,iOS,Snapdragon 8 Gen 2,12.0,512.0,5082.0,,60.0,93886.0
Google,Pixel 7,2015,Android,Apple A16,12.0,64.0,3385.0,,60.0,53007.0
Nokia,Nokia G21,2022,Android,Dimensity 9000,12.0,512.0,3211.0,,90.0,36152.0
Oppo,Oppo F21,2025,Android,Apple A16,6.0,128.0,5746.0,,144.0,16649.0
Google,Pixel 9,2023,Android,Dimensity 9000,4.0,256.0,4252.0,,90.0,54396.0
Nokia,Nokia G22,2019,Android,Snapdragon 8 Gen 2,4.0,64.0,4512.0,,120.0,47677.0
OnePlus,OnePlus 10,2022,Android,Apple A16,8.0,128.0,5090.0,,144.0,22672.0
Motorola,Moto Edge 40,2016,Android,Snapdragon 8 Gen 2,6.0,256.0,4829.0,,144.0,57102.0
Vivo,Vivo V27,2021,Android,Dimensity 9000,4.0,128.0,3754.0,,120.0,36500.0
OnePlus,OnePlus 10,2016,Android,Snapdragon 8 Gen 2,6.0,256.0,3995.0,,120.0,30159.0
Motorola,Moto G73,2016,Android,Dimensity 9000,8.0,64.0,3584.0,,144.0,9175.0
Motorola,Moto Edge 50,2021,Android,Dimensity 9000,12.0,256.0,3163.0,,60.0,16373.0
Vivo,Vivo Y75,2019,Android,Snapdragon 8 Gen 2,8.0,64.0,5426.0,,90.0,52309.0
Realme,Narzo 60x,2023,Android,Dimensity 9000,8.0,64.0,3237.0,,144.0,5114.0
Xiaomi,Redmi Note 13,2020,Android,Dimensity 9000,8.0,64.0,3450.0,,60.0,23609.0
Realme,Realme GT Neo 3,2018,Android,Apple A16,6.0,64.0,3927.0,,144.0,44950.0
Oppo,Oppo Reno 8,2019,Android,Dimensity 9000,6.0,128.0,4292.0,,144.0,39797.0
Realme,Realme 11 Pro,2016,Android,Apple A16,6.0,256.0,3737.0,,60.0,55689.0
Realme,Narzo 60x,2023,Android,Dimensity 9000,4.0,512.0,3587.0,,90.0,35351.0
Oppo,Oppo Find X5,2024,Android,Apple A16,12.0,512.0,3843.0,,90.0,35584.0
Vivo,Vivo V25,2022,Android,Snapdragon 8 Gen 2,12.0,256.0,5207.0,,90.0,8807.0
Oppo,Oppo Reno 8,2015,Android,Snapdragon 8 Gen 2,12.0,64.0,3634.0,,120.0,50110.0
Xiaomi,Mi 11,2017,Android,Dimensity 9000,4.0,128.0,4411.0,,90.0,44308.0
Vivo,Vivo V27,2017,Android,Apple A16,4.0,256.0,5540.0,,120.0,13445.0
Nokia,Nokia G22,2021,Android,Snapdragon 8 Gen 2,4.0,64.0,5989.0,,144.0,26621.0
Xiaomi,Mi 12,2025,Android,Dimensity 9000,4.0,64.0,4341.0,,90.0,59157.0
Xiaomi,Mi 12,2022,Android,Apple A16,6.0,128.0,3658.0,,120.0,34068.0
Xiaomi,Mi 11,2020,Android,Apple A16,6.0,128.0,3284.0,,120.0,32977.0
Xiaomi,Mi 12,2018,Android,Dimensity 9000,4.0,128.0,5960.0,,144.0,17520.0
Xiaomi,Redmi Note 13,2018,Android,Snapdragon 8 Gen 2,12.0,256.0,4666.0,,120.0,59899.0
Vivo,Vivo V25,2019,Android,Apple A16,12.0,512.0,4156.0,,60.0,17532.0
Samsung,Galaxy A15,2023,Android,Dimensity 9000,6.0,256.0,5930.0,,60.0,67527.0
Motorola,Moto Edge 50,2015,Android,Snapdragon 8 Gen 2,8.0,512.0,3533.0,,144.0,37053.0
OnePlus,OnePlus 10,2016,Android,Apple A16,12.0,64.0,4938.0,,60.0,26180.0
Oppo,Oppo F21,2017,Android,Snapdragon 8 Gen 2,6.0,128.0,3234.0,,60.0,33328.0
OnePlus,OnePlus 11,2019,Android,Snapdragon 8 Gen 2,4.0,64.0,4134.0,,120.0,38418.0
OnePlus,Nord CE 3,2018,Android,Snapdragon 8 Gen 2,12.0,512.0,3909.0,,90.0,12872.0
Oppo,Oppo Reno 9,2021,Android,Snapdragon 8 Gen 2,6.0,256.0,4036.0,,60.0,31485.0
Apple,iPhone 11,2021,iOS,Apple A16,8.0,128.0,3334.0,,120.0,91570.0
OnePlus,Nord CE 3,2024,Android,Apple A16,6.0,128.0,4971.0,,90.0,59835.0
Samsung,Galaxy Note 20,2021,Android,Snapdragon 8 Gen 2,6.0,64.0,4531.0,,120.0,76362.0
Samsung,Galaxy S22,2018,Android,Snapdragon 8 Gen 2,4.0,512.0,5184.0,,144.0,62173.0
Apple,iPhone 15,2023,iOS,Apple A16,8.0,128.0,5137.0,,120.0,140762.0
Nokia,Nokia G21,2020,Android,Dimensity 9000,6.0,512.0,4088.0,,90.0,52153.0
OnePlus,OnePlus 11,2015,Android,Apple A16,8.0,128.0,3624.0,,120.0,57422.0
Apple,iPhone 11,2016,iOS,Apple A16,4.0,512.0,4564.0,,144.0,62788.0
OnePlus,OnePlus 9,2025,Android,Apple A16,12.0,128.0,5906.0,,120.0,26366.0
Vivo,Vivo X80,2016,Android,Snapdragon 8 Gen 2,6.0,512.0,4618.0,,120.0,44800.0
OnePlus,Nord CE 3,2015,Android,Snapdragon 8 Gen 2,6.0,128.0,4941.0,,144.0,53674.0
Apple,iPhone 13,2020,iOS,Apple A16,6.0,512.0,4291.0,,90.0,140246.0
Nokia,Nokia X30,2022,Android,Dimensity 9000,6.0,512.0,4329.0,,60.0,58340.0
Apple,iPhone 12,2020,iOS,Snapdragon 8 Gen 2,6.0,128.0,5411.0,,120.0,125419.0
Nokia,Nokia G21,2023,Android,Dimensity 9000,8.0,128.0,4315.0,,60.0,26400.0
Realme,Narzo 60x,2018,Android,Snapdragon 8 Gen 2,4.0,256.0,3108.0,,90.0,29745.0
Google,Pixel 8,2018,Android,Apple A16,12.0,256.0,3889.0,,90.0,27703.0
Google,Pixel 9,2024,Android,Snapdragon 8 Gen 2,8.0,512.0,3526.0,,120.0,39380.0
Vivo,Vivo X80,2016,Android,Dimensity 9000,8.0,512.0,4358.0,,144.0,10161.0
Nokia,Nokia G22,2025,Android,Apple A16,12.0,256.0,3677.0,,60.0,43242.0
Samsung,Galaxy S23,2015,Android,Dimensity 9000,8.0,512.0,3105.0,,144.0,110894.0
Oppo,Oppo F21,2018,Android,Snapdragon 8 Gen 2,8.0,256.0,5222.0,,60.0,59387.0
Samsung,Galaxy A15,2022,Android,Dimensity 9000,4.0,512.0,4500.0,,90.0,53058.0
Motorola,Moto Edge 50,2025,Android,Snapdragon 8 Gen 2,4.0,64.0,3037.0,,90.0,33621.0
OnePlus,Nord CE 2,2021,Android,Dimensity 9000,4.0,512.0,4858.0,,144.0,49677.0
OnePlus,OnePlus 9,2021,Android,Snapdragon 8 Gen 2,6.0,64.0,4795.0,,60.0,39910.0
Nokia,Nokia G21,2015,Android,Snapdragon 8 Gen 2,8.0,512.0,5640.0,,60.0,35940.0
Nokia,Nokia X30,2023,Android,Apple A16,12.0,64.0,3574.0,,144.0,28711.0
Xiaomi,Redmi Note 13,2021,Android,Apple A16,6.0,128.0,5625.0,,60.0,35252.0
Google,Pixel 8,2015,Android,Dimensity 9000,12.0,512.0,3389.0,,120.0,15558.0
Samsung,Galaxy S21,2023,Android,Snapdragon 8 Gen 2,8.0,512.0,5172.0,,120.0,35681.0
OnePlus,OnePlus 10,2024,Android,Dimensity 9000,8.0,256.0,5132.0,,120.0,49261.0
Motorola,Moto Edge 40,2016,Android,Snapdragon 8 Gen 2,12.0,128.0,5174.0,,60.0,11385.0
Apple,iPhone 11,2019,iOS,Apple A16,8.0,64.0,4545.0,,90.0,87686.0
Vivo,Vivo Y75,2022,Android,Apple A16,4.0,512.0,3499.0,,144.0,46635.0
Oppo,Oppo Reno 9,2021,Android,Dimensity 9000,8.0,256.0,3648.0,,90.0,23037.0
Nokia,Nokia X30,2021,Android,Snapdragon 8 Gen 2,6.0,256.0,3186.0,,120.0,54900.0
Oppo,Oppo Reno 9,2019,Android,Snapdragon 8 Gen 2,4.0,128.0,5610.0,,90.0,34835.0
Apple,iPhone 14,2018,iOS,Snapdragon 8 Gen 2,8.0,512.0,4024.0,,144.0,135183.0
Realme,Realme GT Neo 3,2015,Android,Dimensity 9000,8.0,64.0,5804.0,,120.0,59546.0
Samsung,Galaxy A15,2024,Android,Dimensity 9000,6.0,64.0,5372.0,,60.0,25568.0
Vivo,Vivo Y75,2025,Android,Dimensity 9000,4.0,512.0,3953.0,,60.0,11096.0
Apple,iPhone 12,2018,iOS,Snapdragon 8 Gen 2,8.0,64.0,4492.0,,90.0,91173.0
Apple,iPhone 11,2022,iOS,Snapdragon 8 Gen 2,4.0,64.0,3081.0,,120.0,149604.0
Realme,Realme 11 Pro,2025,Android,Snapdragon 8 Gen 2,6.0,512.0,4926.0,,120.0,26856.0
Apple,iPhone 13,2020,iOS,Apple A16,12.0,256.0,4492.0,,90.0,138722.0
Google,Pixel 7,2018,Android,Snapdragon 8 Gen 2,4.0,64.0,5455.0,,144.0,47500.0
Vivo,Vivo V25,2020,Android,Apple A16,6.0,512.0,4596.0,,120.0,9424.0
Vivo,Vivo X80,2025,Android,Apple A16,12.0,128.0,3789.0,,90.0,44417.0
Google,Pixel 6,2020,Android,Snapdragon 8 Gen 2,6.0,128.0,4829.0,,120.0,59984.0
Oppo,Oppo F21,2023,Android,Dimensity 9000,4.0,256.0,4978.0,,90.0,26673.0
Xiaomi,Mi 11,2023,Android,Dimensity 9000,6.0,512.0,4977.0,,60.0,56542.0
Oppo,Oppo F21,2015,Android,Snapdragon 8 Gen 2,4.0,64.0,5815.0,,120.0,10821.0
Google,Pixel 9,2017,Android,Snapdragon 8 Gen 2,8.0,256.0,4691.0,,120.0,8035.0
OnePlus,OnePlus 9,2015,Android,Snapdragon 8 Gen 2,8.0,64.0,3043.0,,90.0,44571.0
OnePlus,OnePlus 11,2015,Android,Dimensity 9000,4.0,256.0,3608.0,,60.0,39550.0
Oppo,Oppo Reno 9,2015,Android,Snapdragon 8 Gen 2,6.0,512.0,4823.0,,60.0,18223.0
Vivo,Vivo V25,2016,Android,Apple A16,8.0,256.0,5813.0,,144.0,5078.0
Nokia,Nokia G21,2017,Android,Dimensity 9000,12.0,128.0,3428.0,,144.0,54644.0
Xiaomi,Redmi Note 12,2024,Android,Apple A16,6.0,512.0,4736.0,,60.0,19648.0
Realme,Realme GT Neo 3,2017,Android,Dimensity 9000,6.0,128.0,4328.0,,60.0,48115.0
Realme,Narzo 60x,2023,Android,Snapdragon 8 Gen 2,8.0,128.0,4245.0,,120.0,58647.0
Motorola,Moto G73,2022,Android,Snapdragon 8 Gen 2,12.0,64.0,3069.0,,120.0,16164.0
OnePlus,OnePlus 9,2025,Android,Snapdragon 8 Gen 2,6.0,512.0,4148.0,,120.0,19828.0
Google,Pixel 6,2025,Android,Apple A16,6.0,64.0,5504.0,,120.0,20465.0
Apple,iPhone 14,2020,iOS,Apple A16,12.0,512.0,5366.0,,144.0,101489.0
Motorola,Moto Edge 50,2024,Android,Apple A16,12.0,256.0,5831.0,,90.0,30163.0
Google,Pixel 6,2021,Android,Snapdragon 8 Gen 2,4.0,128.0,3021.0,,144.0,28582.0
Nokia,Nokia X30,2025,Android,Apple A16,12.0,512.0,5339.0,,120.0,20765.0
Oppo,Oppo F21,2017,Android,Snapdragon 8 Gen 2,6.0,128.0,4563.0,,120.0,6236.0
Samsung,Galaxy S22,2025,Android,Snapdragon 8 Gen 2,12.0,64.0,4555.0,,90.0,97865.0
Motorola,Moto G73,2022,Android,Snapdragon 8 Gen 2,4.0,64.0,3221.0,,120.0,9515.0
Oppo,Oppo Find X5,2019,Android,Snapdragon 8 Gen 2,4.0,128.0,5415.0,,90.0,12397.0
Apple,iPhone 15,2020,iOS,Apple A16,12.0,128.0,4881.0,,120.0,127773.0
OnePlus,Nord CE 2,2018,Android,Apple A16,8.0,64.0,4777.0,,144.0,13859.0
Samsung,Galaxy S22,2021,Android,Dimensity 9000,4.0,128.0,3346.0,,144.0,56675.0
Google,Pixel 7,2015,Android,Dimensity 9000,4.0,128.0,3805.0,,60.0,54227.0
Realme,Realme 11 Pro,2018,Android,Snapdragon 8 Gen 2,6.0,512.0,3335.0,,60.0,7466.0
Motorola,Moto Edge 40,2019,Android,Apple A16,12.0,512.0,3021.0,,60.0,20766.0
Vivo,Vivo V25,2024,Android,Snapdragon 8 Gen 2,6.0,512.0,4778.0,,120.0,30580.0
Nokia,Nokia G21,2023,Android,Snapdragon 8 Gen 2,8.0,256.0,3989.0,,90.0,32303.0
Google,Pixel 8,2020,Android,Snapdragon 8 Gen 2,12.0,512.0,3006.0,,120.0,47886.0
Realme,Realme GT Neo 3,2018,Android,Snapdragon 8 Gen 2,4.0,256.0,4528.0,,60.0,16584.0
Google,Pixel 6,2015,Android,Dimensity 9000,6.0,256.0,3800.0,,144.0,51818.0
Vivo,Vivo V27,2025,Android,Dimensity 9000,6.0,128.0,4532.0,,144.0,51933.0
Vivo,Vivo V27,2021,Android,Snapdragon 8 Gen 2,4.0,256.0,5488.0,,120.0,27786.0
Google,Pixel 8,2015,Android,Snapdragon 8 Gen 2,6.0,64.0,4047.0,,144.0,39544.0
Samsung,Galaxy S23,2017,Android,Snapdragon 8 Gen 2,8.0,128.0,3313.0,,60.0,88068.0
Nokia,Nokia X30,2018,Android,Apple A16,12.0,128.0,4978.0,,90.0,7733.0
Samsung,Galaxy S22,2015,Android,Dimensity 9000,8.0,256.0,4917.0,,90.0,100408.0
Apple,iPhone 15,2019,iOS,Snapdragon 8 Gen 2,8.0,128.0,4107.0,,90.0,81311.0
Vivo,Vivo X80,2023,Android,Snapdragon 8 Gen 2,8.0,128.0,5764.0,,120.0,53473.0
Samsung,Galaxy S21,2018,Android,Snapdragon 8 Gen 2,12.0,64.0,5746.0,,90.0,54864.0
Apple,iPhone 13,2025,iOS,Dimensity 9000,12.0,256.0,5707.0,,144.0,124956.0
OnePlus,Nord CE 3,2020,Android,Snapdragon 8 Gen 2,6.0,64.0,3054.0,,90.0,46731.0
OnePlus,Nord CE 2,2024,Android,Dimensity 9000,8.0,128.0,3098.0,,120.0,11037.0
Samsung,Galaxy S21,2020,Android,Apple A16,12.0,512.0,5626.0,,60.0,55157.0
Xiaomi,Mi 12,2016,Android,Apple A16,12.0,256.0,3202.0,,120.0,45892.0
Oppo,Oppo Reno 8,2022,Android,Snapdragon 8 Gen 2,6.0,64.0,5992.0,,90.0,53343.0
Apple,iPhone 11,2025,iOS,Dimensity 9000,12.0,128.0,5906.0,,144.0,127393.0
Samsung,Galaxy A15,2015,Android,Dimensity 9000,12.0,64.0,3318.0,,60.0,74800.0
Nokia,Nokia G22,2018,Android,Snapdragon 8 Gen 2,4.0,128.0,5259.0,,60.0,27237.0
Samsung,Galaxy S21,2018,Android,Apple A16,12.0,512.0,5158.0,,120.0,89794.0
Motorola,Moto G73,2024,Android,Dimensity 9000,12.0,512.0,4468.0,,90.0,28003.0
Apple,iPhone 14,2015,iOS,Apple A16,8.0,512.0,3153.0,,60.0,85783.0
Motorola,Moto Edge 50,2024,Android,Snapdragon 8 Gen 2,6.0,128.0,5560.0,,60.0,57552.0
Xiaomi,Redmi Note 13,2015,Android,Dimensity 9000,8.0,512.0,3450.0,,144.0,9045.0
Realme,Narzo 50,2020,Android,Snapdragon 8 Gen 2,6.0,256.0,5886.0,,60.0,59417.0
Samsung,Galaxy S23,2025,Android,Dimensity 9000,8.0,512.0,5284.0,,120.0,53571.0
OnePlus,OnePlus 10,2015,Android,Snapdragon 8 Gen 2,4.0,64.0,5737.0,,90.0,42425.0
OnePlus,OnePlus 11,2016,Android,Snapdragon 8 Gen 2,8.0,256.0,5891.0,,90.0,54534.0
Apple,iPhone 11,2024,iOS,Snapdragon 8 Gen 2,6.0,512.0,5248.0,,144.0,75225.0
Vivo,Vivo V27,2018,Android,Snapdragon 8 Gen 2,8.0,512.0,3852.0,,60.0,28687.0
Oppo,Oppo Reno 8,2019,Android,Apple A16,6.0,256.0,4830.0,,60.0,57091.0
OnePlus,Nord CE 3,2015,Android,Snapdragon 8 Gen 2,8.0,256.0,4117.0,,60.0,54630.0
Xiaomi,Mi 12,2018,Android,Dimensity 9000,8.0,512.0,5095.0,,144.0,32796.0
Motorola,Moto G84,2023,Android,Apple A16,6.0,128.0,5498.0,,120.0,57113.0
Samsung,Galaxy S22,2017,Android,Snapdragon 8 Gen 2,8.0,128.0,4293.0,,90.0,104731.0
Samsung,Galaxy Note 20,2020,Android,Apple A16,6.0,512.0,3426.0,,144.0,103638.0
Vivo,Vivo V27,2024,Android,Apple A16,8.0,512.0,4623.0,,120.0,28558.0
Motorola,Moto Edge 50,2024,Android,Snapdragon 8 Gen 2,8.0,128.0,5415.0,,90.0,35328.0
Samsung,Galaxy S22,2018,Android,Snapdragon 8 Gen 2,6.0,512.0,4902.0,,120.0,44814.0
Oppo,Oppo Find X5,2023,Android,Dimensity 9000,8.0,128.0,5125.0,,90.0,10250.0
Motorola,Moto G84,2016,Android,Snapdragon 8 Gen 2,8.0,64.0,4394.0,,144.0,25509.0
Xiaomi,Redmi Note 12,2024,Android,Apple A16,8.0,256.0,4846.0,,90.0,6220.0
Oppo,Oppo Reno 9,2023,Android,Dimensity 9000,6.0,512.0,5902.0,,120.0,33928.0
Samsung,Galaxy S21,2016,Android,Dimensity 9000,4.0,512.0,5015.0,,90.0,81470.0
OnePlus,Nord CE 3,2022,Android,Apple A16,6.0,64.0,4664.0,,120.0,39848.0
Realme,Realme 11 Pro,2024,Android,Snapdragon 8 Gen 2,8.0,256.0,4002.0,,144.0,22010.0
Realme,Realme 11 Pro,2017,Android,Apple A16,12.0,128.0,3836.0,,144.0,23036.0
Oppo,Oppo Find X5,2021,Android,Apple A16,4.0,64.0,5121.0,,144.0,32296.0
Oppo,Oppo Reno 8,2020,Android,Apple A16,8.0,256.0,4952.0,,90.0,10316.0
Vivo,Vivo X80,2021,Android,Apple A16,8.0,128.0,3525.0,,120.0,44423.0
OnePlus,OnePlus 9,2015,Android,Snapdragon 8 Gen 2,4.0,256.0,5311.0,,144.0,47080.0
Realme,Narzo 50,2019,Android,Snapdragon 8 Gen 2,12.0,128.0,4931.0,,120.0,42355.0
OnePlus,Nord CE 2,2020,Android,Dimensity 9000,6.0,64.0,4094.0,,120.0,8967.0
Vivo,Vivo V25,2021,Android,Apple A16,12.0,128.0,5008.0,,144.0,6962.0
OnePlus,Nord CE 3,2019,Android,Snapdragon 8 Gen 2,6.0,512.0,5950.0,,144.0,37425.0
OnePlus,OnePlus 10,2022,Android,Apple A16,6.0,256.0,5308.0,,144.0,44980.0
Nokia,Nokia X30,2017,Android,Dimensity 9000,6.0,512.0,4629.0,,144.0,55754.0
Oppo,Oppo Reno 8,2018,Android,Apple A16,4.0,256.0,3259.0,,144.0,18000.0
Xiaomi,Redmi Note 11,2024,Android,Snapdragon 8 Gen 2,12.0,512.0,3960.0,,60.0,54522.0
Oppo,Oppo Reno 8,2019,Android,Apple A16,4.0,256.0,3883.0,,90.0,16138.0
OnePlus,Nord CE 3,2022,Android,Dimensity 9000,12.0,64.0,4896.0,,90.0,49360.0
OnePlus,OnePlus 9,2015,Android,Apple A16,8.0,128.0,4822.0,,120.0,7919.0
Apple,iPhone 13,2017,iOS,Apple A16,4.0,512.0,5464.0,,144.0,96789.0
Samsung,Galaxy Note 20,2021,Android,Dimensity 9000,4.0,256.0,4129.0,,60.0,84246.0
Vivo,Vivo X80,2017,Android,Apple A16,12.0,64.0,4456.0,,90.0,5508.0
Oppo,Oppo Reno 8,2021,Android,Dimensity 9000,6.0,64.0,3025.0,,144.0,57655.0
Realme,Realme GT Neo 3,2022,Android,Apple A16,8.0,64.0,4475.0,,90.0,59667.0
Realme,Narzo 50,2017,Android,Apple A16,4.0,256.0,5562.0,,144.0,38965.0
Realme,Realme GT Neo 3,2015,Android,Dimensity 9000,6.0,512.0,4584.0,,120.0,17063.0
Samsung,Galaxy S22,2019,Android,Snapdragon 8 Gen 2,8.0,512.0,5387.0,,60.0,89527.0
Apple,iPhone 15,2024,iOS,Apple A16,12.0,512.0,3963.0,,60.0,117716.0
Google,Pixel 7,2023,Android,Snapdragon 8 Gen 2,8.0,512.0,5910.0,,144.0,8806.0
Xiaomi,Redmi Note 13,2024,Android,Dimensity 9000,8.0,128.0,5822.0,,120.0,21828.0
Nokia,Nokia G22,2017,Android,Dimensity 9000,4.0,64.0,4493.0,,60.0,48067.0
Motorola,Moto Edge 50,2017,Android,Apple A16,12.0,512.0,3163.0,,90.0,56139.0
Xiaomi,Redmi Note 12,2020,Android,Apple A16,12.0,128.0,4236.0,,60.0,17928.0
Motorola,Moto Edge 40,2025,Android,Apple A16,12.0,64.0,5281.0,,90.0,53975.0
Google,Pixel 9,2017,Android,Snapdragon 8 Gen 2,12.0,256.0,3018.0,,120.0,44746.0
Motorola,Moto Edge 50,2018,Android,Apple A16,12.0,128.0,5777.0,,60.0,39650.0
Google,Pixel 7,2018,Android,Apple A16,12.0,512.0,5906.0,,90.0,58591.0
OnePlus,Nord CE 3,2018,Android,Dimensity 9000,4.0,128.0,5554.0,,90.0,42946.0
Nokia,Nokia G22,2015,Android,Dimensity 9000,12.0,512.0,4534.0,,60.0,26337.0
Samsung,Galaxy S22,2017,Android,Apple A16,8.0,256.0,5536.0,,144.0,99380.0
Vivo,Vivo V25,2019,Android,Dimensity 9000,6.0,256.0,4797.0,,144.0,21236.0
Oppo,Oppo Find X5,2019,Android,Snapdragon 8 Gen 2,6.0,256.0,3555.0,,60.0,52287.0
Realme,Realme GT Neo 3,2025,Android,Dimensity 9000,4.0,256.0,3829.0,,90.0,26833.0
Google,Pixel 7,2021,Android,Dimensity 9000,6.0,512.0,4099.0,,144.0,46662.0
Google,Pixel 8,2023,Android,Apple A16,8.0,512.0,5869.0,,120.0,39526.0
Apple,iPhone 14,2024,iOS,Snapdragon 8 Gen 2,6.0,512.0,5372.0,,120.0,134268.0
OnePlus,Nord CE 2,2022,Android,Snapdragon 8 Gen 2,8.0,256.0,4103.0,,90.0,33881.0
Realme,Realme GT Neo 3,2021,Android,Snapdragon 8 Gen 2,8.0,512.0,5444.0,,120.0,34368.0
Apple,iPhone 15,2020,iOS,Dimensity 9000,12.0,512.0,5194.0,,60.0,119227.0
Nokia,Nokia X30,2021,Android,Apple A16,4.0,64.0,3497.0,,60.0,14468.0
OnePlus,OnePlus 11,2015,Android,Snapdragon 8 Gen 2,6.0,256.0,5743.0,,120.0,18522.0
Oppo,Oppo F21,2025,Android,Snapdragon 8 Gen 2,6.0,64.0,4863.0,,144.0,50487.0
Xiaomi,Mi 12,2016,Android,Snapdragon 8 Gen 2,8.0,512.0,5650.0,,120.0,41220.0
Vivo,Vivo X80,2021,Android,Snapdragon 8 Gen 2,12.0,256.0,5520.0,,60.0,52440.0
Samsung,Galaxy A15,2024,Android,Apple A16,12.0,512.0,3124.0,,60.0,59100.0
Xiaomi,Mi 12,2018,Android,Dimensity 9000,12.0,512.0,3860.0,,144.0,24598.0
OnePlus,Nord CE 3,2019,Android,Dimensity 9000,8.0,64.0,3188.0,,144.0,24740.0
OnePlus,OnePlus 9,2019,Android,Snapdragon 8 Gen 2,6.0,128.0,5604.0,,144.0,56158.0
Oppo,Oppo F21,2020,Android,Snapdragon 8 Gen 2,4.0,64.0,3035.0,,144.0,11082.0
Oppo,Oppo Find X5,2021,Android,Snapdragon 8 Gen 2,6.0,256.0,5936.0,,90.0,43277.0
Oppo,Oppo Find X5,2021,Android,Dimensity 9000,4.0,128.0,4010.0,,90.0,38324.0
OnePlus,OnePlus 10,2023,Android,Snapdragon 8 Gen 2,8.0,256.0,4876.0,,120.0,30513.0
Vivo,Vivo Y75,2019,Android,Apple A16,6.0,512.0,3181.0,,90.0,52384.0
Oppo,Oppo F21,2015,Android,Apple A16,8.0,128.0,3203.0,,60.0,30265.0
Xiaomi,Redmi Note 12,2017,Android,Apple A16,8.0,512.0,4272.0,,120.0,5414.0
Samsung,Galaxy Note 20,2022,Android,Apple A16,6.0,128.0,5840.0,,144.0,35726.0
Nokia,Nokia G22,2023,Android,Apple A16,6.0,512.0,4095.0,,120.0,23443.0
OnePlus,OnePlus 10,2016,Android,Snapdragon 8 Gen 2,12.0,128.0,5561.0,,120.0,15008.0
Google,Pixel 6,2022,Android,Apple A16,8.0,256.0,4524.0,,144.0,31678.0
Samsung,Galaxy S23,2016,Android,Apple A16,8.0,64.0,3607.0,,60.0,22398.0
Motorola,Moto Edge 50,2024,Android,Dimensity 9000,12.0,128.0,3387.0,,144.0,40548.0
Nokia,Nokia X30,2022,Android,Snapdragon 8 Gen 2,4.0,64.0,4209.0,,60.0,28006.0
Xiaomi,Redmi Note 12,2023,Android,Snapdragon 8 Gen 2,12.0,512.0,3096.0,,60.0,23271.0
Vivo,Vivo V27,2017,Android,Apple A16,4.0,256.0,3293.0,,60.0,52242.0
Realme,Narzo 60x,2019,Android,Apple A16,4.0,64.0,4792.0,,144.0,50120.0
Xiaomi,Redmi Note 13,2022,Android,Snapdragon 8 Gen 2,12.0,64.0,4263.0,,120.0,40000.0
Realme,Narzo 60x,2017,Android,Dimensity 9000,6.0,512.0,3880.0,,144.0,38079.0
